City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,isola di capo rizzuto,38.96,17.0933,63.18,67,0,8.05,IT,1699519438
300,port lincoln,-34.7333,135.8667,66.61,62,12,9.26,AU,1699519438
301,talara,-4.5772,-81.2719,66.76,84,33,17.52,PE,1699519438
302,tado,5.266,-76.5649,74.71,99,83,1.59,CO,1699519439
303,college,64.8569,-147.8028,30.52,66,75,8.05,US,1699519439
304,oranjemund,-28.55,16.4333,69.35,55,0,15.32,NA,1699519439
305,mulchen,-37.7167,-72.2333,44.28,89,4,6.2,CL,1699519440
306,toamasina,-18.1667,49.3833,86.0,70,40,10.36,MG,1699519440
307,ola,59.5833,151.2833,0.41,81,1,10.51,RU,1699519440
308,port hedland,-20.3167,118.5667,89.65,62,0,14.97,AU,1699519440
309,upata,8.0086,-62.3989,75.2,97,48,2.93,VE,1699519441
310,muriti,-1.9833,32.9167,76.62,60,69,3.33,TZ,1699519441
311,venustiano carranza,19.43,-99.0992,68.14,59,100,0.0,MX,1699519441
312,anastacio,-20.4836,-55.8069,79.81,54,56,3.44,BR,1699519442
313,kuandian,40.7286,124.7847,30.6,77,7,8.77,CN,1699519442
314,bandarbeyla,9.4942,50.8122,83.52,63,8,17.07,SO,1699519443
315,tamanrasset,22.785,5.5228,76.91,10,0,10.36,DZ,1699519443
316,thunder bay,48.4001,-89.3168,33.78,100,100,9.22,CA,1699519444
317,bam,29.106,58.357,73.67,24,0,10.98,IR,1699519444
318,lu-uk,5.9684,121.3122,83.3,75,90,6.78,PH,1699519444
319,kuanda,56.3161,116.0806,3.7,87,77,1.99,RU,1699519445
320,porbandar,21.6422,69.6093,87.49,50,1,9.24,IN,1699519445
321,labrador city,52.9463,-66.9114,15.71,86,100,9.22,CA,1699519446
322,tofol,5.3248,163.0078,83.35,80,100,13.47,FM,1699519446
323,flying fish cove,-10.4217,105.6791,80.28,89,100,9.22,CX,1699519446
324,aral,40.5156,81.2636,59.94,13,100,5.46,CN,1699519447
325,askoy,60.4092,5.226,42.75,81,75,9.22,NO,1699519447
326,saipan,15.1355,145.701,83.1,74,40,16.11,MP,1699519447
327,constantia,44.1833,28.65,52.7,56,1,15.46,RO,1699519448
328,rikaze,29.25,88.8833,50.45,15,0,5.64,CN,1699519448
329,ciudad lazaro cardenas,17.9583,-102.2,77.23,91,52,4.07,MX,1699519448
330,selfoss,63.9331,-20.9971,37.04,64,0,12.41,IS,1699519449
331,phan rang-thap cham,11.5667,108.9833,82.27,80,100,9.78,VN,1699519449
332,saint-joseph,-21.3667,55.6167,82.47,74,37,2.46,RE,1699519450
333,sitia,35.2,26.0986,72.99,63,79,2.73,GR,1699519450
334,zheleznogorsk-ilimskiy,56.5768,104.1217,13.37,75,97,4.0,RU,1699519451
335,dudley park,-34.8801,138.5794,75.11,57,0,8.05,AU,1699519451
336,tralee,52.2704,-9.7026,47.39,84,100,25.86,IE,1699519451
337,roma,43.2128,-75.4557,37.09,88,100,14.97,US,1699519452
338,chul'man,56.8479,124.9104,-16.83,100,90,2.91,RU,1699519452
339,bilovods'k,49.2085,39.5897,51.49,81,100,16.35,UA,1699519452
340,uturoa,-16.7333,-151.4333,79.43,78,88,19.42,PF,1699519453
341,charters towers,-20.1,146.2667,76.39,60,73,20.4,AU,1699519258
342,monrovia,6.3005,-10.7969,78.57,77,99,3.4,LR,1699519288
343,tyukhtet,56.5389,89.3011,19.71,77,0,9.51,RU,1699519454
344,beipiao,41.7919,120.7792,23.11,64,0,6.78,CN,1699519454
345,phek,25.6667,94.5,67.98,37,19,2.64,IN,1699519454
346,new norfolk,-42.7826,147.0587,65.7,95,12,3.13,AU,1699519455
347,fort frances,48.5999,-93.4003,34.02,86,100,9.22,CA,1699519455
348,pemangkat,1.1667,108.9667,83.64,73,87,6.64,ID,1699519455
349,lerma,42.0261,-3.7598,45.16,76,2,9.93,ES,1699519456
350,yulinshi,38.2906,109.7494,36.79,23,9,9.53,CN,1699519456
351,thames,-37.1333,175.5333,52.07,87,19,3.22,NZ,1699519456
352,dauphin,51.1494,-100.0502,30.34,93,100,8.05,CA,1699519457
353,saint-pierre,-21.3393,55.4781,83.57,65,75,8.05,RE,1699519457
354,vila velha,-20.3297,-40.2925,67.95,90,20,3.44,BR,1699519457
355,frontera,26.9333,-101.45,71.13,61,98,2.71,MX,1699519458
356,benguela,-12.5763,13.4055,81.39,66,100,5.55,AO,1699519449
357,kupino,54.3663,77.2981,35.08,73,18,10.78,RU,1699519458
358,ketanggungan,-6.9383,108.891,88.84,57,97,7.54,ID,1699519459
359,laojunmiao,39.8333,97.7333,41.94,26,100,3.83,CN,1699519459
360,vilyuchinsk,52.9306,158.4028,28.67,77,40,11.79,RU,1699519459
361,kristiansund,63.1115,7.732,43.45,56,75,4.61,NO,1699519460
362,dadiya,9.6167,11.4333,89.47,37,93,3.15,NG,1699519460
363,mount isa,-20.7333,139.5,83.97,48,75,10.36,AU,1699519461
364,as sulayyil,20.4607,45.5779,80.85,22,0,7.14,SA,1699519461
365,hadyach,50.3711,33.991,46.99,76,69,14.72,UA,1699519461
366,bikenibeu village,1.3673,173.1241,84.34,77,100,7.63,KI,1699519462
367,bianzhuang,34.8486,118.0447,52.5,63,100,18.9,CN,1699519462
368,kapuskasing,49.4169,-82.4331,26.69,93,100,9.22,CA,1699519350
369,petrovskaya,45.4314,37.955,54.03,87,100,13.78,RU,1699519463
370,stony plain,53.5334,-114.0021,33.53,67,100,0.0,CA,1699519463
371,altamira,-3.2033,-52.2064,72.03,73,5,2.8,BR,1699519463
372,forster,-32.1667,152.5167,65.37,92,70,15.57,AU,1699519464
373,n'dalatando,-9.2978,14.9116,83.53,55,78,2.33,AO,1699519464
374,sidi akkacha,36.4647,1.3026,53.89,41,91,7.23,DZ,1699519464
375,lihue,21.9789,-159.3672,78.39,76,0,16.11,US,1699519465
376,soio,-6.1349,12.3689,81.84,78,95,7.2,AO,1699519465
377,reynosa,26.0833,-98.2833,76.73,88,37,11.5,MX,1699519202
378,gaitania,3.0906,-75.6723,63.28,91,66,4.03,CO,1699519466
379,alice springs,-23.7,133.8833,87.35,23,98,9.22,AU,1699519466
380,mudgee,-32.5943,149.5871,61.63,94,100,8.81,AU,1699519467
381,bila tserkva,49.8094,30.1121,47.57,71,60,13.6,UA,1699519467
382,nizhnesortymskiy,62.4397,71.7603,28.76,84,92,13.85,RU,1699519467
383,moyale,3.5167,39.0584,80.92,49,71,13.04,KE,1699519468
384,kurchatov,51.6601,35.6521,47.41,74,69,15.08,RU,1699519468
385,tuy hoa,13.0833,109.3,81.86,81,59,6.55,VN,1699519468
386,norderney,53.7,7.15,50.02,91,100,17.63,DE,1699519469
387,weno,7.4515,151.8468,78.75,94,100,8.05,FM,1699519469
388,hawera,-39.5917,174.2833,54.23,84,48,8.81,NZ,1699519470
389,telimele,10.9167,-13.3333,77.02,75,100,1.88,GN,1699519470
390,russkaya polyana,49.417,31.9201,49.24,71,86,13.62,UA,1699519471
391,aksaray,38.3726,34.0254,65.37,38,100,6.93,TR,1699519471
392,vrutky,49.1133,18.9171,48.78,100,17,6.31,SK,1699519471
393,arkhangel'sk,64.5401,40.5433,28.13,95,37,4.38,RU,1699519472
394,crucecita,-28.95,-58.9833,68.79,98,71,6.6,AR,1699519472
395,qamdo,31.1667,97.2333,37.51,22,73,3.0,CN,1699519472
396,neyriz,29.1988,54.3278,68.07,19,0,0.83,IR,1699519473
397,villa gesell,-37.2639,-56.973,49.91,76,0,9.06,AR,1699519473
398,crane,31.3974,-102.3501,63.36,59,100,21.41,US,1699519474
399,ta`u,-14.2336,-169.5144,80.49,82,98,8.46,AS,1699519474
400,mendoza,-32.8908,-68.8272,62.13,25,0,3.44,AR,1699519475
401,novyy urgal,51.0736,132.5642,13.96,90,42,0.72,RU,1699519475
402,novaya ladoga,60.1025,32.3019,42.71,87,95,4.0,RU,1699519475
403,vadso,70.0744,29.7487,30.36,74,75,6.91,NO,1699519476
404,bandon,51.7469,-8.7425,44.19,84,93,23.49,IE,1699519476
405,khoyniki,51.8911,29.9552,45.95,77,9,9.66,BY,1699519477
406,papao,-17.75,-149.55,74.88,85,35,22.28,PF,1699519477
407,marsh harbour,26.5412,-77.0636,78.64,74,77,11.18,BS,1699519478
408,tugulym,57.0591,64.6425,30.27,93,100,4.76,RU,1699519478
409,fuglafjordur,62.244,-6.814,43.27,86,100,25.79,FO,1699519479
410,dryden,49.7833,-92.7503,30.49,100,100,5.75,CA,1699519479
411,nouadhibou,20.931,-17.0347,66.18,72,30,20.71,MR,1699519479
412,talcahuano,-36.7167,-73.1167,49.68,93,0,6.91,CL,1699519480
413,wentworth falls,-33.7167,150.3833,56.43,95,93,1.83,AU,1699519480
414,yarmouth,41.7057,-70.2286,42.96,78,100,0.0,US,1699519480
415,itoman,26.1247,127.6694,81.37,86,75,13.8,JP,1699519481
416,mossel bay,-34.1831,22.146,67.93,61,0,7.02,ZA,1699519481
417,parabel',58.6978,81.4825,27.91,90,39,11.01,RU,1699519481
418,saacow,1.6279,42.4407,87.22,59,58,1.97,SO,1699519482
419,berdigestyakh,62.0989,126.6992,-0.49,99,100,3.31,RU,1699519482
420,fort st. john,56.2499,-120.8529,31.89,80,0,6.91,CA,1699519442
421,i-n-salah,27.1935,2.4607,80.92,11,94,7.85,DZ,1699519482
422,el alto,-4.2714,-81.2147,65.01,82,30,16.84,PE,1699519483
423,tucuma,-0.1833,-50.05,78.42,81,79,6.29,BR,1699519483
424,morant bay,17.8815,-76.4093,82.02,85,60,8.34,JM,1699519484
425,ghat,24.9647,10.1728,79.21,13,100,8.61,LY,1699519484
426,behompy,-23.2496,43.8557,86.58,54,100,11.95,MG,1699519484
427,povarovo,56.0667,37.05,42.82,89,100,2.93,RU,1699519484
428,laela,-8.5667,32.05,81.64,34,67,6.96,TZ,1699519485
429,arraial do cabo,-22.9661,-42.0278,69.76,83,0,14.97,BR,1699519192
430,zapala,-38.8992,-70.0544,50.32,49,0,1.77,AR,1699519485
431,vorkuta,67.5,64.0,29.88,96,100,6.71,RU,1699519486
432,ostroleka,53.0862,21.5757,45.93,75,47,11.23,PL,1699519486
433,tsiombe,-25.3,45.4833,88.56,45,99,13.33,MG,1699519486
434,grand baie,-20.0182,57.5802,83.44,65,11,5.01,MU,1699519486
435,smithers,54.7804,-127.1743,39.52,81,100,5.75,CA,1699519428
436,mareeba,-17.0,145.4333,75.43,79,28,6.82,AU,1699519487
437,isiro,2.7739,27.616,83.95,53,100,4.36,CD,1699519487
438,rakops,-21.0167,24.3333,87.46,36,0,12.08,BW,1699519487
439,guadalupe y calvo,26.1,-106.9667,51.51,99,100,3.85,MX,1699519488
440,yelizovo,53.1873,158.3805,28.54,54,20,11.18,RU,1699519488
441,darnah,32.767,22.6367,72.59,61,100,7.23,LY,1699519488
442,sharanga,57.1775,46.5396,45.23,85,100,3.8,RU,1699519489
443,zouerate,22.7187,-12.4521,68.02,42,0,9.13,MR,1699519489
444,dalmau,26.0667,81.0333,90.72,20,1,10.02,IN,1699519489
445,borogontsy,62.6683,131.1683,-19.73,100,91,1.86,RU,1699519490
446,kharp,66.8014,65.8081,27.88,99,100,4.92,RU,1699519490
447,fada,9.5667,8.3,84.54,31,71,2.64,NG,1699519490
448,akobo,7.4344,3.9497,83.21,69,65,3.58,NG,1699519490
449,carnoustie,56.5014,-2.7091,39.88,100,20,2.3,GB,1699519491
450,chibougamau,49.9168,-74.3659,11.82,85,75,6.91,CA,1699519270
451,rajanpur,29.1035,70.325,92.19,20,3,8.81,PK,1699519451
452,orlov,58.5395,48.8917,42.26,88,99,6.24,RU,1699519492
453,panjab,34.388,67.0233,45.01,31,15,16.98,AF,1699519492
454,luderitz,-26.6481,15.1594,79.72,42,0,17.45,NA,1699519492
455,nobeoka,32.5833,131.6667,67.23,80,42,3.11,JP,1699519492
456,presidente olegario,-18.4178,-46.4181,65.19,43,0,3.02,BR,1699519493
457,goseong,34.9763,128.3236,64.44,87,100,0.96,KR,1699519493
458,san luis de la loma,17.2706,-100.8939,78.08,86,45,4.76,MX,1699519493
459,morag,53.9171,19.926,44.85,76,95,12.03,PL,1699519494
460,lethbridge,49.7,-112.8186,28.65,74,0,8.05,CA,1699519494
461,vallenar,-28.5708,-70.7581,62.37,65,99,4.12,CL,1699519494
462,daru,-9.0763,143.2092,77.65,81,44,10.85,PG,1699519494
463,saint-leu,-21.15,55.2833,83.23,88,91,1.9,RE,1699519495
464,bandar-e lengeh,26.5579,54.8807,87.91,48,0,9.22,IR,1699519495
465,kingscliff,-28.2667,153.5667,71.73,60,12,10.36,AU,1699519495
466,meiktila,20.8667,95.8667,84.79,61,91,0.49,MM,1699519496
467,usogorsk,63.4106,48.6872,32.67,96,100,8.19,RU,1699519496
468,yazd,31.8972,54.3675,69.91,28,0,4.61,IR,1699519224
469,dzuunharaa,48.8523,106.4579,8.74,79,0,1.28,MN,1699519496
470,vila franca do campo,37.7167,-25.4333,68.88,99,99,9.75,PT,1699519497
471,ma'rib,15.4591,45.3253,78.26,22,5,7.81,YE,1699519497
472,pekan,3.4836,103.3996,80.71,80,95,2.68,MY,1699519497
473,santa rosa,14.3122,121.1114,91.38,78,27,11.03,PH,1699519445
474,plastun,44.7561,136.2939,37.18,97,100,2.84,RU,1699519498
475,senador jose porfirio,-2.5908,-51.9542,72.59,81,1,3.27,BR,1699519498
476,suva,-18.1416,178.4415,76.48,83,75,9.22,FJ,1699519498
477,krasnyy chikoy,50.3643,108.7512,14.67,81,100,8.12,RU,1699519498
478,mogadishu,2.0371,45.3438,84.07,84,75,8.05,SO,1699519413
479,lompoc,34.6391,-120.4579,57.6,74,0,8.05,US,1699519499
480,rumson,40.3721,-73.999,49.98,70,6,15.82,US,1699519499
481,karasburg,-28.0167,18.75,83.77,12,0,7.02,NA,1699519499
482,adapazari,40.7806,30.4033,55.74,86,100,1.83,TR,1699519500
483,touros,-5.1989,-35.4608,79.95,68,4,16.33,BR,1699519500
484,taroa,8.7058,171.2275,80.29,91,100,24.32,MH,1699519500
485,masterton,-40.9597,175.6575,50.88,96,86,2.84,NZ,1699519501
486,quartu sant'elena,39.2419,9.1839,63.0,69,40,2.3,IT,1699519501
487,gurun,5.8172,100.4738,83.98,88,96,5.3,MY,1699519304
488,caernarfon,53.1413,-4.2702,48.0,29,75,16.11,GB,1699519503
489,mount pearl,47.5166,-52.7813,43.45,99,100,8.05,CA,1699519424
490,buctzotz,21.2,-88.7833,67.17,97,73,3.42,MX,1699519504
491,malvan,16.0667,73.4667,84.43,67,100,8.28,IN,1699519505
492,midelt,32.6852,-4.7451,59.23,25,64,7.43,MA,1699519505
493,taman',45.2117,36.7161,54.43,75,100,20.04,RU,1699519506
494,lata,40.1629,-8.3327,52.92,84,97,2.39,PT,1699519507
495,caribou,46.8606,-68.012,27.03,73,0,17.27,US,1699519507
496,fisterra,42.9049,-9.2629,60.03,70,100,13.58,ES,1699519508
497,brasileia,-11.0161,-68.7481,71.01,100,100,2.26,BR,1699519510
498,adrar,20.5022,-10.0711,71.19,25,0,9.24,MR,1699519510
499,fray luis beltran,-39.3167,-65.7667,57.33,29,0,9.78,AR,1699519510
500,birsk,55.4211,55.5428,42.93,86,99,4.52,RU,1699519511
501,zalingei,12.9096,23.4741,88.9,19,82,2.33,SD,1699519511
502,bubaque,11.2833,-15.8333,81.9,55,80,11.88,GW,1699519511
503,taro,-8.3862,115.28,78.85,76,100,2.86,ID,1699519512
504,barah,13.7,30.3667,92.97,21,27,11.39,SD,1699519512
505,antonio enes,-16.2325,39.9086,90.03,54,65,12.68,MZ,1699519513
506,birzebbuga,35.8258,14.5269,70.48,68,40,10.36,MT,1699519513
507,sal rei,16.1833,-22.9167,75.4,60,40,13.8,CV,1699519513
508,ostersund,63.1792,14.6357,33.62,100,20,8.05,SE,1699519514
509,america dourada,-11.4553,-41.4361,68.04,84,45,10.56,BR,1699519514
510,chernyshevskiy,63.0128,112.4714,-2.38,94,50,4.92,RU,1699519515
511,paulo afonso,-9.4061,-38.2147,73.44,83,80,10.85,BR,1699519515
512,koksan,38.7819,126.6664,47.17,96,100,4.23,KP,1699519516
513,tarboro,35.8968,-77.5358,56.1,100,0,3.44,US,1699519516
514,fort mcmurray,56.7268,-111.381,27.99,93,75,5.75,CA,1699519505
515,gaiman,-43.2897,-65.4929,52.05,40,13,10.31,AR,1699519517
516,nacala,-14.5428,40.6728,87.12,66,20,16.11,MZ,1699519517
517,edd,13.9297,41.6925,92.66,39,50,15.19,ER,1699519517
518,shumikha,55.2261,63.2961,37.27,96,100,10.71,RU,1699519518
519,lahad datu,5.0268,118.327,81.7,84,98,2.28,MY,1699519518
520,pauini,-7.7136,-66.9764,72.77,87,88,0.72,BR,1699519519
521,kyren,51.6828,102.1408,11.95,61,1,1.01,RU,1699519519
522,kamloops,50.6665,-120.3192,31.57,91,20,6.91,CA,1699519519
523,zaragoza,41.6561,-0.8773,53.02,82,75,11.5,ES,1699519336
524,severo-yeniseyskiy,60.3725,93.0408,12.58,77,2,4.0,RU,1699519520
525,uusikaupunki,60.8004,21.4084,38.86,84,83,4.97,FI,1699519521
526,itapirapua,-15.8233,-50.6133,74.61,66,2,3.09,BR,1699519521
527,qaisumah,28.3112,46.1273,82.36,23,0,4.61,SA,1699519521
528,jayapura,-2.5333,140.7,81.79,88,100,10.29,ID,1699519522
529,patterson,37.4716,-121.1297,53.06,42,0,1.68,US,1699519522
530,beledweyne,4.7358,45.2036,90.81,37,10,11.5,SO,1699519523
531,belyy yar,53.6039,91.3903,21.09,58,0,0.0,RU,1699519523
532,protaras,35.0125,34.0583,78.71,77,43,1.7,CY,1699519523
533,salalah,17.0151,54.0924,93.29,21,0,11.5,OM,1699519524
534,puerto aysen,-45.4,-72.7,40.93,99,98,3.15,CL,1699519524
535,kaffrine,14.1059,-15.5508,78.37,24,100,8.32,SN,1699519524
536,acquaviva delle fonti,40.8978,16.8425,59.88,76,0,2.3,IT,1699519525
537,el granada,37.5027,-122.4694,56.32,60,0,5.75,US,1699519489
538,dunedin,-45.8742,170.5036,46.65,73,76,6.15,NZ,1699519525
539,zinder,13.8072,8.9881,91.09,10,35,12.57,NE,1699519526
540,bratsk,56.1325,101.6142,10.89,83,78,4.61,RU,1699519526
541,afif,23.9065,42.9172,79.57,22,0,8.14,SA,1699519527
542,conceicao do araguaia,-8.2578,-49.2647,74.39,80,3,2.15,BR,1699519527
543,khandyga,62.6667,135.6,-25.06,100,24,1.95,RU,1699519527
544,portsmouth,50.799,-1.0913,48.25,93,94,5.01,GB,1699519528
545,kyzyl,51.7,94.45,12.02,84,29,1.01,RU,1699519528
546,uliastay,47.7417,96.8444,19.78,94,100,1.86,MN,1699519528
547,kirensk,57.7853,108.1119,15.96,73,99,5.01,RU,1699519529
548,kolonia,50.9333,6.95,51.42,87,100,10.36,DE,1699519484
549,brookings,44.3114,-96.7984,37.09,70,0,11.5,US,1699519265
550,ak-dovurak,51.1833,90.6,21.11,87,100,3.0,RU,1699519529
551,guatire,10.4762,-66.5427,72.59,95,20,3.47,VE,1699519530
552,nallihan,40.1859,31.3518,63.09,63,39,7.72,TR,1699519530
553,rundu,-17.9333,19.7667,92.68,30,33,4.74,NA,1699519531
554,horta,38.5333,-28.6333,67.64,97,75,15.99,PT,1699519531
555,parauapebas,-6.0675,-49.9022,72.9,92,76,1.07,BR,1699519531
556,antsohihy,-14.8796,47.9875,97.72,36,89,2.71,MG,1699519532
557,lianzhou,24.7811,112.3825,77.95,85,91,2.91,CN,1699519532
558,leava,-14.3,-178.1667,81.77,87,97,16.22,WF,1699519533
559,bardai,11.65,7.2333,84.38,18,100,9.93,NG,1699519533
560,recife,-8.0539,-34.8811,80.64,74,40,12.66,BR,1699519256
561,chita,52.0333,113.55,15.69,57,40,6.71,RU,1699519534
562,boende,-0.2167,20.8667,74.5,95,100,2.73,CD,1699519534
563,pundong,-7.9522,110.3486,83.68,66,99,10.6,ID,1699519535
564,fort bragg,35.139,-79.006,60.82,88,0,5.75,US,1699519535
565,sarangani,5.4033,125.4636,83.88,78,10,17.25,PH,1699519536
566,dongobesh,-4.0667,35.3833,74.71,39,17,9.1,TZ,1699519536
567,esquel,-42.9,-71.3167,35.58,89,93,4.36,AR,1699519536
568,barranca,-10.75,-77.7667,64.24,85,100,6.53,PE,1699519537
569,jindabyne,-36.4167,148.6333,57.11,83,92,3.2,AU,1699519537
570,kegen,43.0197,79.2203,39.9,85,99,8.03,KZ,1699519538
571,cill airne,52.05,-9.5167,46.04,86,100,23.78,IE,1699519538
572,qorovulbozor,39.5006,64.7936,58.71,35,50,10.36,UZ,1699519538
573,mokopane,-24.1944,29.0097,82.27,30,0,6.4,ZA,1699519427
574,dzhetygara,52.1908,61.2006,43.16,71,100,14.14,KZ,1699519285
575,esperanza,19.5847,-70.9849,73.98,92,22,1.99,DO,1699519539
576,sokoni,-6.4333,39.55,80.46,79,97,7.67,TZ,1699519540
577,emerald,-23.5333,148.1667,82.35,37,16,7.14,AU,1699519305
578,heroica matamoros,25.8833,-97.5,76.91,94,75,10.36,MX,1699519540
579,assab,13.0092,42.7394,86.34,57,2,21.9,ER,1699519541
580,kharkhorin,47.1975,102.8238,4.77,84,0,1.39,MN,1699519541
581,xinpu,34.5997,119.1594,55.6,60,100,20.09,CN,1699519542
582,el porvenir,13.7617,-87.3458,72.73,93,100,5.61,HN,1699519542
583,howard springs,-12.497,131.047,88.83,61,96,7.83,AU,1699519542
584,kaiapoi,-43.3783,172.6401,52.07,72,75,12.66,NZ,1699519543
585,galesong,-5.3166,119.3661,91.42,64,75,14.12,ID,1699519543
586,xinyuan,37.3,99.0,35.53,20,18,16.17,CN,1699519543
587,nantucket,41.2835,-70.0995,41.14,74,100,0.0,US,1699519307
588,saint john,45.2727,-66.0677,31.23,69,75,18.41,CA,1699519501
589,santo antonio do monte,-20.0872,-45.2936,63.52,63,0,2.98,BR,1699519544
590,alofi,-19.0595,-169.9187,78.69,89,96,5.75,NU,1699519544
591,mar del plata,-38.0023,-57.5575,48.87,83,0,4.61,AR,1699519359
592,isangel,-19.55,169.2667,72.25,77,86,16.53,VU,1699519545
593,newman,37.3138,-121.0208,48.29,42,0,2.08,US,1699519545
594,east london,-33.0153,27.9116,70.74,60,0,11.5,ZA,1699519545
595,labasa,-16.4167,179.3833,77.52,85,100,7.23,FJ,1699519546
596,tchollire,8.4022,14.1698,90.59,28,98,2.35,CM,1699519546
597,salinas,36.6777,-121.6555,50.52,76,0,0.0,US,1699519305
598,meru,0.0463,37.6559,72.09,69,87,5.08,KE,1699519547
599,wesselsbron,-27.8549,26.3658,80.67,17,0,9.98,ZA,1699519547
600,yanam,16.7333,82.2167,86.07,57,7,7.94,IN,1699519547
